# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		6310		4409		2556
1		5307		8579		2851
2		4753		12632		2974
3		4368		16643		3026
4		4104		20631		3066
5		3889		24649		3099
6		3714		28612		3109
7		3579		32561		3104
8		3493		36529		3120
9		3409		40453		3120
10		3327		44412		3119
11		3249		48311		3128
12		3177		52214		3141
13		3105		56144		3155
14		3052		60117		3163
15		3000		64024		3175
16		2939		67974		3184
17		2899		71910		3184
18		2863		75832		3191
19		2811		79741		3195
20		2784		83651		3200
21		2762		87551		3208
22		2728		91460		3205
23		2707		95353		3203
24		2679		99224		3209
25		2644		103119		3213
26		2614		107037		3218
27		2587		110958		3222
28		2581		114853		3220
29		2559		118767		3236
30		2544		122646		3233
31		2534		126523		3237
32		2526		130439		3224
33		2512		134354		3233
34		2496		138240		3238
35		2474		142171		3238
36		2454		146048		3242
37		2430		149920		3244
38		2410		153793		3244
39		2389		157681		3240
40		2367		161578		3246
41		2358		165454		3250
42		2348		169367		3252
43		2343		173250		3255
44		2319		177184		3256
45		2300		181032		3261
46		2288		184923		3262
47		2281		188787		3264
48		2266		192665		3257
49		2263		196569		3254
50		2256		200439		3260
51		2249		204307		3258
52		2243		208226		3259
53		2226		212105		3261
54		2209		215951		3261
55		2201		219861		3263
56		2198		223745		3264
57		2171		227650		3270
58		2168		231550		3277
59		2158		235475		3279
60		2153		239343		3275
61		2146		243263		3272
62		2133		247103		3271
63		2120		250943		3272
64		2111		254827		3274
65		2107		258713		3281
66		2095		262560		3285
67		2090		266439		3283
68		2079		270342		3279
69		2063		274245		3285
70		2058		278129		3286
71		2050		282033		3288
72		2041		285960		3285
73		2037		289817		3288
74		2026		293677		3285
75		2021		297583		3280
76		2012		301486		3282
77		2010		305399		3280
78		1997		309288		3284
79		1994		313210		3283
80		1986		317129		3282
81		1981		320991		3279
82		1974		324883		3278
83		1966		328765		3279
84		1967		332658		3278
85		1966		336565		3282
86		1965		340461		3279
87		1959		344330		3279
88		1950		348240		3283
89		1946		352110		3286
90		1946		356003		3287
91		1944		359906		3285
92		1943		363774		3289
93		1940		367708		3292
94		1939		371616		3288
95		1939		375488		3285
96		1936		379387		3293
97		1937		383309		3294
98		1936		387155		3295
99		1927		391071		3295
100		1920		394939		3296
101		1920		398832		3302
102		1918		402658		3305
103		1915		406576		3303
104		1912		410421		3309
105		1909		414311		3306
106		1905		418249		3303
107		1900		422133		3301
108		1896		426012		3301
109		1891		429927		3300
110		1889		433820		3299
111		1889		437682		3301
112		1888		441544		3303
113		1884		445413		3300
114		1877		449360		3299
115		1875		453308		3298
116		1863		457203		3303
117		1859		461098		3300
118		1857		464966		3298
119		1851		468852		3298
120		1852		472776		3302
121		1852		476673		3301
122		1847		480551		3302
123		1839		484455		3303
