# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8406		3872		3005
1		7191		6872		3118
2		6281		9146		3189
3		5623		10983		3176
4		5182		12497		3232
5		4827		13759		3245
6		4498		14883		3239
7		4278		15874		3241
8		4057		16739		3257
9		3893		17537		3260
10		3722		18267		3263
11		3514		18911		3268
12		3376		19480		3258
13		3267		19992		3257
14		3162		20470		3268
15		3071		20881		3270
16		3049		21242		3270
17		2960		21652		3274
18		2865		22034		3288
19		2797		22307		3288
20		2759		22571		3289
21		2711		22853		3272
22		2660		23075		3297
23		2634		23294		3304
24		2599		23502		3311
25		2572		23687		3290
26		2524		23860		3302
27		2508		24022		3293
28		2477		24154		3302
29		2444		24284		3293
30		2448		24426		3295
31		2438		24551		3301
32		2423		24698		3299
33		2401		24850		3300
34		2388		24984		3302
35		2383		25130		3297
36		2378		25285		3294
37		2354		25444		3306
38		2340		25586		3305
39		2326		25715		3313
40		2309		25833		3311
41		2301		25962		3324
42		2280		26094		3335
43		2248		26193		3330
44		2241		26291		3325
45		2224		26391		3332
46		2212		26479		3326
47		2197		26546		3313
48		2184		26619		3315
49		2179		26690		3318
50		2171		26762		3315
51		2160		26821		3320
52		2158		26874		3316
53		2156		26936		3317
54		2146		26986		3319
55		2130		27030		3312
56		2127		27076		3310
57		2121		27134		3316
58		2118		27166		3315
59		2113		27199		3318
60		2122		27242		3314
61		2118		27295		3315
62		2106		27351		3320
63		2099		27394		3314
64		2090		27426		3326
65		2076		27469		3329
66		2071		27495		3326
67		2079		27544		3321
68		2075		27577		3320
69		2065		27612		3326
70		2069		27643		3327
71		2070		27671		3328
72		2068		27720		3327
73		2067		27760		3331
74		2062		27785		3326
75		2060		27812		3328
76		2049		27842		3330
77		2052		27868		3329
78		2047		27895		3334
79		2046		27913		3328
80		2052		27948		3327
81		2050		28000		3332
82		2052		28047		3330
83		2037		28096		3330
84		2030		28114		3331
85		2028		28143		3332
86		2024		28161		3332
87		2028		28185		3326
88		2023		28202		3328
89		2021		28220		3326
90		2013		28246		3327
91		2018		28273		3325
92		2016		28300		3322
93		2014		28320		3322
94		2017		28343		3327
95		2019		28384		3334
96		2016		28406		3340
97		2017		28432		3339
98		2014		28464		3336
99		2011		28506		3330
100		2002		28532		3334
101		2005		28549		3334
102		1996		28572		3328
103		1997		28588		3327
104		1991		28612		3326
105		1990		28632		3327
106		1992		28661		3325
107		1990		28684		3323
108		1988		28708		3328
109		1983		28743		3322
110		1979		28763		3324
111		1977		28787		3327
112		1977		28817		3325
113		1976		28840		3330
114		1972		28868		3325
115		1970		28881		3327
116		1971		28904		3325
117		1968		28923		3325
118		1963		28945		3326
119		1961		28956		3321
120		1960		28968		3323
121		1955		28980		3322
122		1954		28987		3326
123		1955		28996		3327
124		1960		29011		3326
125		1956		29020		3327
126		1953		29027		3327
127		1951		29032		3327
128		1950		29041		3325
129		1951		29044		3329
130		1948		29054		3327
131		1942		29065		3325
132		1940		29070		3326
133		1938		29077		3323
134		1938		29078		3323
135		1934		29085		3323
136		1933		29088		3322
137		1933		29090		3322
138		1933		29092		3322
139		1934		29093		3321
140		1940		29106		3319
141		1936		29108		3319
142		1935		29109		3318
143		1935		29109		3318
144		1931		29111		3317
145		1929		29114		3319
146		1929		29115		3318
147		1927		29116		3319
148		1927		29116		3319
149		1926		29118		3319
150		1927		29121		3317
151		1928		29122		3319
152		1927		29127		3317
153		1928		29128		3319
154		1927		29130		3318
155		1926		29131		3318
156		1924		29132		3318
157		1924		29132		3318
158		1924		29132		3318
159		1924		29132		3318
160		1924		29132		3318
161		1924		29132		3318
162		1924		29132		3318
163		1924		29132		3318
164		1924		29132		3318
165		1924		29132		3318
166		1924		29132		3318
167		1924		29132		3318
168		1924		29132		3318
169		1924		29132		3318
170		1924		29132		3318
171		1924		29132		3318
172		1924		29132		3318
173		1924		29132		3318
174		1924		29132		3318
175		1924		29132		3318
176		1924		29132		3318
177		1924		29132		3318
178		1924		29132		3318
179		1924		29132		3318
180		1924		29132		3318
181		1924		29132		3318
182		1924		29132		3318
183		1924		29132		3318
184		1924		29132		3318
185		1924		29132		3318
186		1924		29132		3318
187		1924		29132		3318
188		1924		29132		3318
189		1924		29132		3318
190		1924		29132		3318
191		1924		29132		3318
192		1924		29132		3318
193		1924		29132		3318
194		1924		29132		3318
195		1924		29132		3318
196		1924		29132		3318
197		1924		29132		3318
198		1924		29132		3318
199		1924		29132		3318
200		1924		29132		3318
201		1924		29132		3318
202		1924		29132		3318
203		1924		29132		3318
204		1924		29132		3318
205		1924		29132		3318
206		1924		29132		3318
207		1924		29132		3318
208		1924		29132		3318
209		1924		29132		3318
210		1924		29132		3318
211		1924		29132		3318
212		1924		29132		3318
213		1924		29132		3318
214		1924		29132		3318
215		1924		29132		3318
216		1924		29132		3318
217		1924		29132		3318
218		1924		29132		3318
219		1924		29132		3318
220		1924		29132		3318
221		1924		29132		3318
222		1924		29132		3318
223		1924		29132		3318
224		1924		29132		3318
225		1924		29132		3318
226		1924		29132		3318
227		1924		29132		3318
228		1924		29132		3318
229		1924		29132		3318
230		1924		29132		3318
231		1924		29132		3318
232		1924		29132		3318
233		1924		29132		3318
234		1924		29132		3318
235		1924		29132		3318
236		1924		29132		3318
237		1924		29132		3318
238		1924		29132		3318
239		1924		29132		3318
240		1924		29132		3318
241		1924		29132		3318
242		1924		29132		3318
243		1924		29132		3318
244		1924		29132		3318
245		1924		29132		3318
246		1924		29132		3318
247		1924		29132		3318
248		1924		29132		3318
249		1924		29132		3318
250		1924		29132		3318
251		1924		29132		3318
252		1924		29132		3318
253		1924		29132		3318
254		1924		29132		3318
255		1924		29132		3318
256		1924		29132		3318
257		1924		29132		3318
258		1924		29132		3318
259		1924		29132		3318
260		1924		29132		3318
261		1924		29132		3318
262		1924		29132		3318
