# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		89882		2199		2120
1		63097		3427		2038
2		51569		4127		2020
3		47193		4593		2009
4		45288		4867		2025
5		44388		5055		2036
6		43825		5170		2025
7		43481		5269		2028
8		43256		5357		2033
9		42907		5450		2037
10		42792		5516		2036
11		42668		5568		2031
12		42623		5605		2029
13		42588		5635		2033
14		42546		5652		2025
15		42507		5675		2024
16		42514		5693		2028
17		42474		5714		2028
18		42468		5732		2031
19		42437		5747		2031
20		42430		5757		2033
21		42399		5766		2029
22		42388		5775		2026
23		42377		5782		2023
24		42357		5790		2027
25		42353		5805		2024
26		42352		5810		2022
27		42345		5817		2024
28		42341		5821		2027
29		42342		5824		2027
30		42327		5831		2027
31		42327		5832		2028
32		42327		5832		2028
33		42330		5836		2028
34		42319		5838		2029
35		42316		5840		2028
36		42320		5842		2027
37		42324		5844		2027
38		42322		5845		2028
39		42277		5846		2027
40		42294		5847		2028
41		42298		5853		2029
42		42303		5859		2030
43		42304		5861		2029
44		42258		5868		2026
45		42255		5870		2027
46		42255		5870		2027
47		42217		5875		2027
48		42215		5877		2028
49		42215		5877		2028
50		42218		5879		2028
51		42214		5882		2028
52		42214		5883		2028
53		42213		5884		2028
54		42206		5886		2028
55		42206		5886		2028
56		42223		5892		2031
57		42221		5894		2030
58		42217		5900		2032
59		42217		5900		2032
60		42211		5902		2031
61		42211		5902		2031
62		42217		5903		2031
63		42217		5903		2031
64		42217		5903		2031
65		42217		5903		2031
66		42217		5903		2031
67		42221		5904		2031
68		42221		5904		2031
69		42217		5905		2031
70		42216		5906		2032
71		42216		5907		2032
72		42216		5907		2032
73		42216		5907		2032
74		42216		5907		2032
75		42216		5907		2032
76		42180		5910		2029
77		42179		5911		2029
78		42179		5911		2029
79		42176		5912		2028
80		42174		5914		2027
81		42174		5914		2027
82		42173		5915		2028
83		42172		5916		2028
84		42168		5917		2029
85		42179		5921		2029
86		42179		5921		2029
87		42176		5924		2029
88		42175		5925		2029
89		42175		5925		2029
90		42170		5926		2030
91		42170		5926		2030
92		42170		5926		2030
93		42170		5926		2030
94		42169		5927		2029
95		42171		5928		2028
96		42175		5929		2029
97		42172		5930		2030
98		42172		5930		2030
99		42172		5930		2030
100		42175		5933		2030
101		42173		5937		2031
102		42172		5938		2031
103		42171		5939		2032
104		42171		5939		2032
105		42171		5939		2032
106		42171		5939		2032
107		42171		5939		2032
108		42171		5939		2032
109		42171		5939		2032
110		42171		5939		2032
111		42170		5940		2031
112		42170		5940		2031
113		42169		5941		2031
114		42169		5941		2031
115		42169		5941		2031
116		42169		5941		2031
117		42169		5941		2031
118		42169		5941		2031
119		42169		5941		2031
120		42169		5941		2031
121		42169		5941		2031
122		42169		5941		2031
123		42168		5942		2031
124		42168		5942		2031
125		42168		5942		2031
126		42168		5942		2031
127		42168		5942		2031
128		42168		5942		2031
129		42168		5942		2031
130		42168		5942		2031
131		42167		5943		2030
132		42167		5943		2030
133		42167		5943		2030
134		42167		5943		2030
135		42167		5943		2030
136		42167		5943		2030
137		42167		5943		2030
138		42167		5943		2030
139		42167		5943		2030
140		42167		5943		2030
141		42167		5943		2030
142		42167		5943		2030
143		42167		5943		2030
144		42167		5943		2030
145		42167		5943		2030
146		42167		5943		2030
147		42167		5943		2030
148		42167		5943		2030
149		42167		5943		2030
150		42167		5943		2030
151		42167		5943		2030
152		42167		5943		2030
153		42167		5943		2030
154		42167		5943		2030
155		42158		5944		2029
156		42158		5944		2029
157		42158		5944		2029
158		42158		5944		2029
159		42158		5944		2029
160		42158		5944		2029
161		42157		5945		2030
162		42157		5945		2030
163		42154		5946		2029
164		42154		5946		2029
165		42154		5946		2029
166		42156		5947		2028
167		42154		5948		2029
168		42154		5948		2029
169		42154		5950		2029
170		42154		5950		2029
171		42154		5950		2029
172		42156		5951		2028
173		42149		5952		2029
174		42149		5952		2029
175		42149		5952		2029
176		42149		5952		2029
177		42154		5953		2028
178		42154		5954		2027
179		42153		5956		2028
180		42153		5956		2028
181		42153		5956		2028
182		42153		5956		2028
183		42156		5957		2029
184		42156		5957		2029
185		42156		5957		2029
186		42156		5957		2029
187		42156		5957		2029
188		42156		5957		2029
